,support,itemsets
0,0.6666666666666666,frozenset({'canada_inflation_rate'})
1,0.6666666666666666,frozenset({'inflation_rate'})
2,0.5,frozenset({'canada_total_cases'})
3,1.0,frozenset({'total_cases'})
4,0.4166666666666667,frozenset({'canada_total_tests'})
5,1.0,frozenset({'total_tests'})
6,0.6666666666666666,frozenset({'canada_people_fully_vaccinated'})
7,0.6666666666666666,frozenset({'people_fully_vaccinated'})
8,0.4166666666666667,frozenset({'total_deaths'})
9,0.4166666666666667,frozenset({'canada_reproduction_rate'})
10,0.5,"frozenset({'canada_inflation_rate', 'inflation_rate'})"
11,0.6666666666666666,"frozenset({'canada_inflation_rate', 'total_cases'})"
12,0.6666666666666666,"frozenset({'canada_inflation_rate', 'total_tests'})"
13,0.5,"frozenset({'canada_inflation_rate', 'canada_people_fully_vaccinated'})"
14,0.5,"frozenset({'canada_inflation_rate', 'people_fully_vaccinated'})"
15,0.4166666666666667,"frozenset({'canada_total_cases', 'inflation_rate'})"
16,0.6666666666666666,"frozenset({'inflation_rate', 'total_cases'})"
17,0.4166666666666667,"frozenset({'canada_total_tests', 'inflation_rate'})"
18,0.6666666666666666,"frozenset({'total_tests', 'inflation_rate'})"
19,0.5,"frozenset({'canada_people_fully_vaccinated', 'inflation_rate'})"
20,0.5,"frozenset({'people_fully_vaccinated', 'inflation_rate'})"
21,0.5,"frozenset({'canada_total_cases', 'total_cases'})"
22,0.4166666666666667,"frozenset({'canada_total_tests', 'canada_total_cases'})"
23,0.5,"frozenset({'total_tests', 'canada_total_cases'})"
24,0.4166666666666667,"frozenset({'canada_people_fully_vaccinated', 'canada_total_cases'})"
25,0.4166666666666667,"frozenset({'people_fully_vaccinated', 'canada_total_cases'})"
26,0.4166666666666667,"frozenset({'canada_total_tests', 'total_cases'})"
27,1.0,"frozenset({'total_tests', 'total_cases'})"
28,0.6666666666666666,"frozenset({'canada_people_fully_vaccinated', 'total_cases'})"
29,0.6666666666666666,"frozenset({'people_fully_vaccinated', 'total_cases'})"
30,0.4166666666666667,"frozenset({'total_cases', 'total_deaths'})"
31,0.4166666666666667,"frozenset({'canada_reproduction_rate', 'total_cases'})"
32,0.4166666666666667,"frozenset({'canada_total_tests', 'total_tests'})"
33,0.4166666666666667,"frozenset({'canada_people_fully_vaccinated', 'canada_total_tests'})"
34,0.4166666666666667,"frozenset({'canada_total_tests', 'people_fully_vaccinated'})"
35,0.6666666666666666,"frozenset({'canada_people_fully_vaccinated', 'total_tests'})"
36,0.6666666666666666,"frozenset({'people_fully_vaccinated', 'total_tests'})"
37,0.4166666666666667,"frozenset({'total_tests', 'total_deaths'})"
38,0.4166666666666667,"frozenset({'canada_reproduction_rate', 'total_tests'})"
