location,iso_code,continent,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
France,FRA,Europe,2020-01-24,2.0,2.0,,,,,0.029,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-01-25,3.0,1.0,,,,,0.044,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-01-26,3.0,0.0,,,,,0.044,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-3599.6,-6.61,-7.74,-53.389101480229
France,FRA,Europe,2020-01-27,3.0,0.0,,,,,0.044,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-01-28,4.0,1.0,,,,,0.059,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-01-29,5.0,1.0,0.714,,,,0.074,0.015,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-01-30,5.0,0.0,0.714,,,,0.074,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-01-31,5.0,0.0,0.429,,,,0.074,0.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-01,6.0,1.0,0.429,,,,0.088,0.015,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-02,6.0,0.0,0.429,,,,0.088,0.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-4424.0,-6.52,-6.17,-65.6165643261843
France,FRA,Europe,2020-02-03,6.0,0.0,0.429,,,,0.088,0.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-04,6.0,0.0,0.286,,,,0.088,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-05,6.0,0.0,0.143,,,,0.088,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-06,6.0,0.0,0.143,,,,0.088,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-07,6.0,0.0,0.143,,,,0.088,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-08,11.0,5.0,0.714,,,,0.162,0.074,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-09,11.0,0.0,0.714,,,,0.162,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-5500.8,-6.76,-7.99,-81.5876123520513
France,FRA,Europe,2020-02-10,11.0,0.0,0.714,,,,0.162,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-11,11.0,0.0,0.714,,,,0.162,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-12,11.0,0.0,0.714,,,,0.162,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-13,11.0,0.0,0.714,,,,0.162,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-14,11.0,0.0,0.714,,,,0.162,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-15,12.0,1.0,0.143,1.0,1.0,,0.177,0.015,0.002,0.015,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-16,12.0,0.0,0.143,1.0,0.0,,0.177,0.0,0.002,0.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-6558.0,-6.93,-7.94,-97.2679540802705
France,FRA,Europe,2020-02-17,12.0,0.0,0.143,1.0,0.0,,0.177,0.0,0.002,0.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-18,12.0,0.0,0.143,1.0,0.0,,0.177,0.0,0.002,0.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-19,12.0,0.0,0.143,1.0,0.0,,0.177,0.0,0.002,0.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-20,12.0,0.0,0.143,1.0,0.0,0.143,0.177,0.0,0.002,0.015,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-21,12.0,0.0,0.143,1.0,0.0,0.143,0.177,0.0,0.002,0.015,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-22,12.0,0.0,0.0,1.0,0.0,0.0,0.177,0.0,0.0,0.015,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-23,12.0,0.0,0.0,1.0,0.0,0.0,0.177,0.0,0.0,0.015,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-7910.2,-7.34,-10.25,-117.323722227166
France,FRA,Europe,2020-02-24,12.0,0.0,0.0,1.0,0.0,0.0,0.177,0.0,0.0,0.015,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-25,14.0,2.0,0.286,1.0,0.0,0.0,0.206,0.029,0.004,0.015,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-26,18.0,4.0,0.857,2.0,1.0,0.143,0.265,0.059,0.013,0.029,0.015,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-27,38.0,20.0,3.714,2.0,0.0,0.143,0.56,0.295,0.055,0.029,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-28,57.0,19.0,6.429,2.0,0.0,0.143,0.841,0.28,0.095,0.029,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-02-29,100.0,43.0,12.571,2.0,0.0,0.143,1.475,0.634,0.185,0.029,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-01,130.0,30.0,16.857,2.0,0.0,0.143,1.917,0.442,0.249,0.029,0.0,0.002,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-9084.6,-7.51,-8.89,-134.742368959687
France,FRA,Europe,2020-03-02,191.0,61.0,25.571,3.0,1.0,0.286,2.817,0.9,0.377,0.044,0.015,0.004,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-03,212.0,21.0,28.286,4.0,1.0,0.429,3.126,0.31,0.417,0.059,0.015,0.006,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-04,288.0,76.0,38.571,4.0,0.0,0.286,4.247,1.121,0.569,0.059,0.0,0.004,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-05,426.0,138.0,55.429,7.0,3.0,0.714,6.282,2.035,0.817,0.103,0.044,0.011,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-06,616.0,190.0,79.857,9.0,2.0,1.0,9.084,2.802,1.178,0.133,0.029,0.015,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-07,948.0,332.0,121.143,16.0,7.0,2.0,13.98,4.896,1.786,0.236,0.103,0.029,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-08,1125.0,177.0,142.143,19.0,3.0,2.429,16.59,2.61,2.096,0.28,0.044,0.036,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-9863.4,-7.36,-6.03,-146.293494704992
France,FRA,Europe,2020-03-09,1411.0,286.0,174.286,25.0,6.0,3.143,20.807,4.217,2.57,0.369,0.088,0.046,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-10,1783.0,372.0,224.429,33.0,8.0,4.143,26.293,5.486,3.31,0.487,0.118,0.061,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-11,2293.0,510.0,286.429,48.0,15.0,6.286,33.814,7.521,4.224,0.708,0.221,0.093,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-12,2293.0,0.0,266.714,48.0,0.0,5.857,33.814,0.0,3.933,0.708,0.0,0.086,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-13,3678.0,1385.0,437.429,79.0,31.0,10.0,54.237,20.424,6.451,1.165,0.457,0.147,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-14,4493.0,815.0,506.429,91.0,12.0,10.714,66.256,12.018,7.468,1.342,0.177,0.158,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.54,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-15,4529.0,36.0,486.286,91.0,0.0,10.286,66.787,0.531,7.171,1.342,0.0,0.152,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.54,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-9640.4,-6.59,1.81,-142.985968971552
France,FRA,Europe,2020-03-16,6680.0,2151.0,752.714,149.0,58.0,17.714,98.506,31.72,11.1,2.197,0.855,0.261,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-17,7712.0,1032.0,847.0,149.0,0.0,16.571,113.725,15.218,12.49,2.197,0.0,0.244,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-18,9121.0,1409.0,975.429,149.0,0.0,14.429,134.502,20.778,14.384,2.197,0.0,0.213,2.37,771.0,11.37,2972.0,43.826,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-19,10962.0,1841.0,1238.429,244.0,95.0,28.0,161.65,27.148,18.262,3.598,1.401,0.413,2.28,1002.0,14.776,4073.0,60.062,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-20,12745.0,1783.0,1295.286,451.0,207.0,53.143,187.943,26.293,19.101,6.651,3.053,0.784,2.18,1297.0,19.126,5226.0,77.065,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-21,14444.0,1699.0,1421.571,563.0,112.0,67.429,212.998,25.054,20.963,8.302,1.652,0.994,2.12,1453.0,21.427,5900.0,87.004,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-22,16739.0,2295.0,1744.286,676.0,113.0,83.571,246.841,33.843,25.722,9.969,1.666,1.232,2.07,1674.0,24.686,6954.0,102.547,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-7740.6,-4.89,15.78,-114.808222835276
France,FRA,Europe,2020-03-23,20094.0,3355.0,1916.286,862.0,186.0,101.857,296.315,49.474,28.258,12.711,2.743,1.502,2.0,2080.0,30.673,8673.0,127.896,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-24,22337.0,2243.0,2089.286,1102.0,240.0,136.143,329.391,33.076,30.81,16.251,3.539,2.008,1.93,2503.0,36.91,10163.0,149.868,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-25,25292.0,2955.0,2310.143,1333.0,231.0,169.143,372.967,43.576,34.066,19.657,3.406,2.494,1.87,2935.0,43.281,12072.0,178.019,2913.0,42.956,14396.0,212.29,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-26,29208.0,3916.0,2606.571,1697.0,364.0,207.571,430.714,57.747,38.438,25.025,5.368,3.061,1.81,3351.0,49.415,13879.0,204.666,3087.0,45.522,15264.0,225.09,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-27,33000.0,3792.0,2893.571,1996.0,299.0,220.714,486.632,55.918,42.67,29.434,4.409,3.255,1.74,3758.0,55.417,15701.0,231.534,3453.0,50.919,17067.0,251.677,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-28,37648.0,4648.0,3314.857,2314.0,318.0,250.143,555.174,68.541,48.882,34.123,4.689,3.689,1.69,4236.0,62.466,17580.0,259.242,3850.0,56.774,18880.0,278.413,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-29,40251.0,2603.0,3358.857,2608.0,294.0,276.0,593.559,38.385,49.531,38.459,4.335,4.07,1.63,4592.0,67.716,19311.0,284.768,4084.0,60.224,20031.0,295.386,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-3489.2,-2.05,35.62,-51.7516537628667
France,FRA,Europe,2020-03-30,44594.0,4343.0,3500.0,3025.0,417.0,309.0,657.603,64.044,51.613,44.608,6.149,4.557,1.57,5056.0,74.558,20946.0,308.879,4330.0,63.852,21086.0,310.943,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-03-31,52229.0,7635.0,4270.286,3526.0,501.0,346.286,770.192,112.589,62.971,51.996,7.388,5.106,1.52,5496.0,81.046,22672.0,334.331,4526.0,66.742,22614.0,333.476,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-04-01,57072.0,4843.0,4540.0,4779.0,1253.0,492.286,841.609,71.417,66.949,70.473,18.477,7.259,1.44,5940.0,87.594,24543.0,361.922,4690.0,69.161,23729.0,349.918,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-04-02,59172.0,2100.0,4280.571,5388.0,609.0,527.286,872.576,30.968,63.123,79.454,8.981,7.776,1.35,6305.0,92.976,26131.0,385.339,4806.0,70.871,24477.0,360.948,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-04-03,64395.0,5223.0,4485.0,6510.0,1122.0,644.857,949.597,77.021,66.138,95.999,16.546,9.509,1.3,6556.0,96.678,27302.0,402.607,4838.0,71.343,25045.0,369.324,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-04-04,47319.0,,,7562.0,1052.0,749.714,697.787,,,111.513,15.513,11.056,1.24,6723.0,99.14,28003.0,412.944,4645.0,68.497,24514.0,361.494,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-04-05,48165.0,846.0,3570.0,8081.0,519.0,781.857,710.262,12.475,52.645,119.166,7.653,11.53,1.19,6859.0,101.146,28747.0,423.916,4492.0,66.241,23760.0,350.375,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,3641.4,2.0,61.08,54.0090771558245
France,FRA,Europe,2020-04-06,50823.0,2658.0,3329.286,8914.0,833.0,841.286,749.458,39.196,49.095,131.45,12.284,12.406,1.14,6948.0,102.458,29569.0,436.037,4276.0,63.056,23406.0,345.155,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-04-07,47329.0,,,10330.0,1416.0,972.0,697.934,,,152.331,20.881,14.334,1.09,7004.0,103.284,29871.0,440.491,4027.0,59.384,22537.0,332.34,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-04-08,51180.0,3851.0,,10874.0,544.0,870.714,754.723,56.789,,160.353,8.022,12.84,1.04,7019.0,103.505,30217.0,445.593,3738.0,55.122,21395.0,315.5,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-04-09,54964.0,3784.0,,12214.0,1340.0,975.143,810.523,55.801,,180.113,19.76,14.38,0.99,6937.0,102.296,30608.0,451.359,3379.0,49.828,20540.0,302.892,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-04-10,56530.0,1566.0,,13199.0,985.0,955.571,833.616,23.093,,194.638,14.525,14.091,0.94,6875.0,101.382,31108.0,458.732,3170.0,46.746,20074.0,296.02,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
France,FRA,Europe,2020-04-11,57975.0,1445.0,2021.429,13835.0,636.0,896.143,854.925,21.309,29.809,204.017,9.379,13.215,0.9,6752.0,99.568,31159.0,459.484,2923.0,43.104,19296.0,284.547,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
