,Date,canada_unemployment_rates,unemployment_rates,canada_inflation_rate,inflation_rate,canada_total_cases,canada_total_tests,canada_people_fully_vaccinated,canada_total_deaths,canada_reproduction_rate,total_cases,total_tests,people_fully_vaccinated,total_deaths,reproduction_rate
0,2019-01,,,,,,,,,,,,,,
1,2019-02,0.0,,0.10000000000000009,0.0,,,,,,,,,,
2,2019-03,-0.10000000000000053,-0.8899999999999997,0.3999999999999999,0.6944000000000017,,,,,,,,,,
3,2019-04,0.0,1.2499999999999991,0.10000000000000009,1.0416000000000025,,,,,,,,,,
4,2019-05,-0.39999999999999947,-1.0199999999999987,0.3999999999999999,0.6943999999999875,,,,,,,,,,
5,2019-06,0.09999999999999964,1.1599999999999993,-0.3999999999999999,0.6944000000000017,,,,,,,,,,
6,2019-07,0.2999999999999998,-1.37,0.0,1.0416000000000025,,,,,,,,,,
7,2019-08,0.0,1.38,-0.10000000000000009,0.34720000000000084,,,,,,,,,,
8,2019-09,-0.20000000000000018,-1.8999999999999995,0.0,0.6944000000000017,,,,,,,,,,
9,2019-10,0.10000000000000053,2.01,0.0,1.0416000000000025,,,,,,,,,,
10,2019-11,0.2999999999999998,-1.8299999999999992,0.30000000000000027,1.0416000000000025,,,,,,,,,,
11,2019-12,-0.20000000000000018,1.2399999999999984,0.0,0.6943999999999875,,,,,,,,,,
12,2020-01,-0.20000000000000018,-0.7499999999999991,0.19999999999999973,0.0,,,,,,,,,,
13,2020-02,0.10000000000000053,0.9199999999999999,-0.19999999999999973,-0.6943999999999875,7.25,inf,,,,2.0,,,,
14,2020-03,2.2,0.4500000000000002,-1.3000000000000003,-0.6944000000000017,323.57575757575756,348.64313725490194,,,,464.6666666666667,,,,
15,2020-04,5.1,13.78,-1.1,1.0416000000000025,4.341611427504435,2.8813131596361554,,25.67763157894737,-0.77,23.95561918396564,,,31.971428571428568,-1.1099999999999999
16,2020-05,0.40000000000000036,-16.56,-0.2,0.34719999999998663,0.6091690844898101,1.3914143457379482,,0.9304562268803946,-0.16999999999999993,4.4673722858044345,3.5013520822065978,,3.6863084922010403,-0.1100000000000001
17,2020-06,-1.200000000000001,-9.760000000000002,1.1,0.6944000000000017,0.1362160165966091,0.7488594461902089,,0.11420541645375581,0.08999999999999997,2.0716335535048187,1.303610329815653,,2.217455621301775,-0.050000000000000044
18,2020-07,-1.299999999999999,8.770000000000001,-0.6,1.3888000000000034,0.11737152034261245,0.5194355494276,,0.029695024077046606,0.07999999999999996,1.8967430198418054,1.1876788171530648,,1.0983333333333332,-0.030000000000000027
19,2020-08,-0.5999999999999996,3.7299999999999986,0.0,0.6944000000000017,0.10872131820748421,0.397608699013303,,0.01848346509297416,0.24,1.1764104463003275,1.246481250700235,,0.7881734271863274,-0.06999999999999984
20,2020-09,-1.1000000000000014,-2.619999999999999,0.4,0.7463999999999942,0.25437906075898575,0.3740441014024456,,0.021427790532414948,0.06000000000000005,0.7101869707295743,0.753731677718736,,0.5114262957970837,-0.17000000000000015
21,2020-10,0.0,2.01,0.19999999999999996,1.4000000000000057,0.46311515748031495,0.3414592504565168,,0.0945092582682221,-0.1200000000000001,0.2964709855742118,0.4663188723589149,,0.23746934473742876,-0.029999999999999916
22,2020-11,-0.5,-0.8599999999999994,0.30000000000000004,0.4000000000000057,0.6122668639948874,0.2601677688591688,,0.19528652454527684,-0.029999999999999805,0.15624562412742193,0.2903038109908094,,0.1270155841816052,0.0
23,2020-12,0.20000000000000107,3.08,-0.30000000000000004,-1.1000000000000085,0.5392392585561245,0.25826324030522585,,0.28740898306471396,-0.06000000000000005,0.08706717001262532,0.22559697545467605,,0.0826400040691464,-0.040000000000000036
24,2021-01,0.5,-5.100000000000001,0.30000000000000004,-0.5999999999999943,0.326409701668279,0.20195178483609455,56881.5,0.27306812404677183,-0.2400000000000001,0.04577761458985563,0.142628314723374,,0.03622964683141605,0.030000000000000027
25,2021-02,-1.0999999999999996,2.910000000000001,0.10000000000000009,0.7999999999999972,0.11126410120166752,0.1320249849281101,3.712328044653452,0.09793840163729839,0.16000000000000003,0.03296559365881446,0.09991808671165958,,0.01790895901342049,0.22000000000000008
26,2021-03,-0.8000000000000007,-0.7599999999999998,1.1,0.5999999999999943,0.13866316024192482,0.13093195770564225,0.32892120470511,0.043873607638099665,0.24,0.09983800747302007,0.1269097425788499,2.800476021612326,0.03671487747920876,0.2599999999999998
27,2021-04,0.5,1.8599999999999994,1.1999999999999997,0.5,0.2421290006076744,0.1387172575251805,0.5920298358299458,0.054878048780487854,-0.26,0.568114409943326,0.1753134590980845,1.8518505425190646,0.3002939966979077,-0.18999999999999995
28,2021-05,0.0,2.4000000000000004,0.20000000000000018,0.5,0.12723054293678326,0.10517317225558953,0.8915424175176974,0.05483071841453335,-0.29999999999999993,0.4701325110413692,0.20417741920424426,0.6249787058450318,0.5666287472917542,-0.5
29,2021-06,-0.40000000000000036,-6.54,-0.5,1.1000000000000085,0.023543516611383097,0.05686458971955477,4.495280626751412,0.029278221387192715,0.05999999999999994,0.07938195234051815,0.18915461070815542,0.33494462746432463,0.20357040630319823,0.1200000000000001
30,2021-07,-0.1999999999999993,0.45999999999999996,0.6000000000000001,1.0999999999999943,0.010719507969019881,0.04788694593987142,0.900676449774849,0.011522665044113145,0.6500000000000001,0.0409116458523735,0.13734939760211295,0.7610646553387126,0.062314280063786365,0.20999999999999996
31,2021-08,-0.3000000000000007,3.5700000000000003,0.39999999999999947,0.20000000000000284,0.04830354983773155,0.05218157342714158,0.1401324946973872,0.01255686303996395,-0.15000000000000013,0.03648684046259554,0.11816223226750422,0.4532921075489207,0.034568081611684676,0.050000000000000044
32,2021-09,-0.09999999999999964,-2.8200000000000003,0.3000000000000007,0.29999999999999716,0.08292666064385568,0.06890179160006116,0.058771964124752385,0.034530130323395136,-0.21999999999999997,0.02913250176885107,0.09091391106439706,0.6067715910230524,0.021226823379344895,-0.22000000000000008
33,2021-10,-0.20000000000000018,2.34,0.2999999999999998,1.6000000000000085,0.05594754165986293,0.06750031229172149,0.04672791680163302,0.039730108028568356,-0.06999999999999995,0.01537333800420626,0.06918539505271326,0.3857748864813846,0.02252313539531481,0.030000000000000027
34,2021-11,-0.7000000000000002,-1.6500000000000004,0.0,0.7999999999999972,0.04536131977960256,0.05511026190054946,0.0261453527029194,0.024784259578874757,0.19000000000000006,0.00906969862229312,0.054221359825117776,0.36133830236160525,0.023580121150779787,0.040000000000000036
35,2021-12,-0.09999999999999964,1.7100000000000009,0.09999999999999964,-0.29999999999999716,0.2366484168847094,0.07898601407699579,0.013185588874869092,0.0212880625168419,0.41999999999999993,0.007653979087531182,0.057031323161497616,0.3464811322072521,0.02608221256609,1.2000000000000002
36,2022-01,0.5,-2.290000000000001,0.2999999999999998,-0.30000000000001137,0.382203365059236,0.07453095082625527,0.024697325506940704,0.1170844327176781,-0.79,0.18954735240190934,0.07541111936095368,0.17688533741551726,0.030646789314746403,-1.35
37,2022-02,-1.0,2.9000000000000004,0.6000000000000005,-0.09999999999999432,0.07442151914301354,0.029183033370005385,0.02481191367024782,0.0804251550044286,0.14,0.03524387888071656,0.052789641222147354,0.11357487432779068,0.035831308111768045,-0.42000000000000004
38,2022-03,-0.20000000000000018,-2.089999999999999,1.0,1.0,0.05677991763565893,0.021049345278518983,0.008934655656116286,0.02740886484123073,0.21000000000000008,0.002206561708432586,0.02825290297023053,0.05146090717030738,0.013925446915799444,0.28
39,2022-04,-0.09999999999999964,0.7999999999999989,0.09999999999999964,1.7000000000000028,0.07887137490651619,0.024818755201110543,0.00393517323592274,0.04436524190759905,-0.30000000000000004,0.001241418661255933,0.06117492003781688,0.03315723171389817,0.0051076305544524025,0.67
40,2022-05,-0.10000000000000053,-0.9500000000000002,0.9000000000000004,1.2999999999999972,0.031604466631466765,0.017527875929850723,0.002721825678985823,0.04467082643575693,0.04999999999999993,0.0018952074955544962,0.015522589794851882,0.03473178371630814,0.001513812344538401,-0.06000000000000005
41,2022-06,-0.1999999999999993,1.3800000000000008,0.39999999999999947,0.19999999999998863,0.020126359367276248,0.0,0.0017165054582248818,0.022745556937029177,0.2899999999999999,0.007145413693600666,0.0,0.029091407824871185,0.0009587599783469347,-0.07000000000000006
42,2022-07,0.0,-1.6900000000000004,-0.5,0.700000000000017,0.03290686751798311,0.0,0.0014373233233777594,0.023812929061785004,-0.15999999999999992,0.013044651304414456,0.0,0.020006667113529053,0.00239365196643182,-0.18999999999999995
43,2022-08,0.5,2.4499999999999993,-0.5999999999999996,,0.02496382603069547,0.0,0.001463327422217331,0.028264766827314824,-0.010000000000000009,0.00908487377735745,0.0,0.010240189719241233,0.002878061383445152,-0.12
44,2022-09,-0.20000000000000018,-3.299999999999999,-0.09999999999999964,,0.020125428735709994,0.0,0.0012600930134174515,0.028438809011660737,0.10000000000000009,0.003483027708470754,0.0,0.0064139738911555,0.001409328466351445,-0.09999999999999998
45,2022-10,,,,,0.020921334157141036,0.0,0.0018359588804486293,0.02758635873274473,,0.001424633680362053,0.0,0.0,0.000798252168238367,
