Date,canada_unemployment_rates,unemployment_rates,canada_inflation_rate,inflation_rate,canada_total_cases,canada_total_tests,canada_people_fully_vaccinated,canada_total_deaths,canada_reproduction_rate,total_cases,total_tests,people_fully_vaccinated,total_deaths,reproduction_rate
2019-01,,,,,,,,,,,,,,
2019-02,0.0,,0.10000000000000009,-0.25,,,,,,,,,,
2019-03,-0.10000000000000053,-0.2999999999999998,0.3999999999999999,0.7899999999999998,,,,,,,,,,
2019-04,0.0,-0.10000000000000053,0.10000000000000009,0.26000000000000023,,,,,,,,,,
2019-05,-0.39999999999999947,0.20000000000000018,0.3999999999999999,0.20000000000000018,,,,,,,,,,
2019-06,0.09999999999999964,0.09999999999999964,-0.3999999999999999,-0.06000000000000005,,,,,,,,,,
2019-07,0.2999999999999998,0.10000000000000053,0.0,0.09999999999999964,,,,,,,,,,
2019-08,0.0,-0.2999999999999998,-0.10000000000000009,0.06000000000000005,,,,,,,,,,
2019-09,-0.20000000000000018,0.09999999999999964,0.0,0.18000000000000016,,,,,,,,,,
2019-10,0.10000000000000053,-0.10000000000000053,0.0,0.7399999999999998,,,,,,,,,,
2019-11,0.2999999999999998,0.10000000000000053,0.30000000000000027,0.7300000000000004,,,,,,,,,,
2019-12,-0.20000000000000018,0.10000000000000053,0.0,-0.03000000000000025,,,,,,,,,,
2020-01,-0.20000000000000018,-8.881784197001252e-16,0.19999999999999973,0.9199999999999999,,,,,,,,,,
2020-02,0.10000000000000053,0.8000000000000007,-0.19999999999999973,-0.20999999999999996,7.25,inf,,,,7.100889297761423,,,12.309859154929578,-2.5
2020-03,2.2,-1.2000000000000002,-1.3000000000000003,-0.9000000000000004,323.57575757575756,348.64313725490194,,,,0.048125575702514745,,,0.16578483245149922,0.43
2020-04,5.1,0.39999999999999947,-1.1,-0.9699999999999998,4.341611427504435,2.8813131596361554,,25.67763157894737,-0.77,0.03227592848973693,,,0.4018154311649016,-0.22999999999999998
