location,iso_code,continent,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
South Korea,KOR,Asia,2021-08-25,243317.0,1878.0,1787.0,2257.0,20.0,9.429,4695.806,36.244,34.488,43.558,0.386,0.182,0.98,434.0,8.376,,,,,,,23797567.0,156933.0,459.145,3.028,148467.0,2.864,0.012,83.1,people tested,39711743.0,27314963.0,13590264.0,836.0,847091.0,759702.0,76.64,52.72,26.23,0.0,14662.0,397219.0,0.767,49.47,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-08-26,245158.0,1841.0,1757.0,2265.0,8.0,9.714,4731.336,35.53,33.909,43.713,0.154,0.187,0.97,425.0,8.202,,,,,,,23970700.0,173133.0,462.486,3.34,149166.0,2.878,0.0118,84.9,people tested,40784370.0,27969943.0,14017744.0,890.0,1072627.0,798469.0,78.71,53.98,27.05,0.0,15410.0,418450.0,0.808,49.43,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-08-27,246951.0,1793.0,1744.571,2276.0,11.0,10.571,4765.939,34.603,33.669,43.925,0.212,0.204,0.97,427.0,8.241,,,,,,,24155110.0,184410.0,466.044,3.558,152017.0,2.933,0.0115,87.1,people tested,41933066.0,28573752.0,14569672.0,941.0,1148696.0,815850.0,80.93,55.14,28.12,0.0,15745.0,405776.0,0.783,49.37,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-08-28,248568.0,1617.0,1743.143,2279.0,3.0,9.143,4797.146,31.207,33.641,43.983,0.058,0.176,0.98,409.0,7.893,,,,,,,24335584.0,180474.0,469.526,3.482,150998.0,2.913,0.0115,86.6,people tested,42460682.0,28850867.0,14826262.0,978.0,527616.0,821115.0,81.95,55.68,28.61,0.0,15847.0,393086.0,0.759,49.34,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-08-29,250051.0,1483.0,1752.714,2284.0,5.0,8.857,4825.767,28.621,33.826,44.079,0.096,0.171,0.99,404.0,7.797,,,,,,,24459017.0,123433.0,471.907,2.381,152833.0,2.949,0.0115,87.2,people tested,42491694.0,28867552.0,14842776.0,1011.0,31012.0,819284.0,82.01,55.71,28.65,0.0,15811.0,389640.0,0.752,49.34,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,-1521.4,-0.3,4.41,-29.3535774619474
South Korea,KOR,Asia,2021-08-30,251421.0,1370.0,1733.429,2285.0,1.0,8.143,4852.206,26.44,33.454,44.099,0.019,0.157,0.99,396.0,7.642,,,,,,,24554726.0,95709.0,473.754,1.847,154128.0,2.974,0.0112,88.9,people tested,43473119.0,29258046.0,15443431.0,1071.0,981425.0,801624.0,83.9,56.47,29.8,0.0,15471.0,389833.0,0.752,49.27,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-08-31,253445.0,2024.0,1715.143,2292.0,7.0,7.857,4891.268,39.061,33.101,44.234,0.135,0.152,0.99,409.0,7.893,,,,,,,24732104.0,177378.0,477.176,3.422,155924.0,3.008,0.011,90.9,people tested,44237397.0,29506627.0,15974682.0,1137.0,764278.0,767535.0,85.37,56.95,30.83,0.0,14813.0,367262.0,0.709,49.22,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-01,255401.0,1956.0,1726.286,2303.0,11.0,6.571,4929.017,37.749,33.316,44.446,0.212,0.127,0.98,399.0,7.7,,,,,,,24907708.0,175604.0,480.564,3.388,158592.0,3.06,0.0109,91.9,people tested,44935483.0,29685956.0,16510591.0,1215.0,698086.0,746249.0,86.72,57.29,31.86,0.0,14402.0,338713.0,0.654,49.16,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-02,257110.0,1709.0,1707.429,2308.0,5.0,6.143,4961.999,32.982,32.952,44.542,0.096,0.119,0.96,371.0,7.16,,,,,,,25102515.0,194807.0,484.323,3.759,161688.0,3.12,0.0106,94.7,people tested,45605167.0,29872981.0,17011516.0,1314.0,669684.0,688685.0,88.01,57.65,32.83,0.0,13291.0,271863.0,0.525,49.1,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-03,258913.0,1803.0,1708.857,2315.0,7.0,5.571,4996.796,34.796,32.979,44.677,0.135,0.108,0.96,367.0,7.083,,,,,,,25289515.0,187000.0,487.931,3.608,162058.0,3.127,0.0105,94.8,people tested,46522930.0,30107269.0,17711775.0,1366.0,917763.0,655695.0,89.79,58.1,34.18,0.0,12654.0,219074.0,0.423,49.03,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-04,260404.0,1491.0,1690.857,2321.0,6.0,6.0,5025.571,28.775,32.632,44.793,0.116,0.116,0.97,376.0,7.256,,,,,,,25476645.0,187130.0,491.541,3.61,163009.0,3.145,0.0104,96.4,people tested,46894944.0,30226645.0,17973412.0,1393.0,372014.0,633466.0,90.5,58.33,34.69,0.0,12225.0,196540.0,0.379,49.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-05,261778.0,1374.0,1675.286,2327.0,6.0,6.143,5052.088,26.517,32.332,44.909,0.116,0.119,1.0,363.0,7.006,,,,,,,25598292.0,121647.0,493.888,2.347,162754.0,3.14,0.0103,97.1,people tested,46910216.0,30235639.0,17982266.0,1411.0,15272.0,631217.0,90.53,58.35,34.7,0.0,12182.0,195441.0,0.377,49.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,-1240.8,-0.24,5.04,-23.9397390001211
South Korea,KOR,Asia,2021-09-06,263374.0,1596.0,1707.571,2330.0,3.0,6.429,5082.889,30.801,32.955,44.967,0.058,0.124,1.04,358.0,6.909,,,,,,,25693508.0,95216.0,495.725,1.837,162683.0,3.139,0.0105,95.3,people tested,48281135.0,30980146.0,18617960.0,1463.0,1370919.0,686859.0,93.18,59.79,35.93,0.0,13256.0,246014.0,0.475,45.23,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-07,265423.0,2049.0,1711.143,2334.0,4.0,6.0,5122.433,39.544,33.024,45.044,0.077,0.116,1.05,364.0,7.025,,,,,,,25866767.0,173259.0,499.068,3.343,162095.0,3.127,0.0106,94.7,people tested,49267311.0,31555559.0,19040341.0,1533.0,986176.0,718559.0,95.08,60.9,36.75,0.0,13868.0,292705.0,0.565,45.18,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-08,267470.0,2047.0,1724.143,2343.0,9.0,5.714,5161.938,39.505,33.274,45.218,0.174,0.11,1.05,387.0,7.469,,,,,,,26017912.0,151145.0,501.984,2.916,158601.0,3.06,0.0109,92.0,people tested,49950100.0,31942303.0,19348611.0,1595.0,682789.0,716374.0,96.4,61.65,37.34,0.0,13825.0,322335.0,0.622,45.15,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-09,269362.0,1892.0,1750.286,2348.0,5.0,5.714,5198.452,36.514,33.779,45.314,0.096,0.11,1.03,366.0,7.063,,,,,,,26171906.0,153994.0,504.955,2.971,152770.0,2.948,0.0115,87.3,people tested,50672514.0,32383080.0,19641847.0,1654.0,722414.0,723907.0,97.79,62.5,37.91,0.0,13971.0,358586.0,0.692,45.12,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-10,271227.0,1865.0,1759.143,2358.0,10.0,6.143,5234.445,35.993,33.95,45.507,0.193,0.119,1.01,353.0,6.813,,,,,,,26320769.0,148863.0,507.827,2.872,147322.0,2.842,0.0119,83.7,people tested,51734491.0,33036764.0,20060872.0,1729.0,1061977.0,744509.0,99.84,63.76,38.72,0.0,14368.0,418499.0,0.808,45.07,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-11,272982.0,1755.0,1796.857,2359.0,1.0,5.429,5268.315,33.87,34.678,45.527,0.019,0.105,1.02,352.0,6.793,,,,,,,26479306.0,158537.0,510.886,3.059,143237.0,2.764,0.0125,79.7,people tested,52267208.0,33365929.0,20274165.0,1772.0,532717.0,767466.0,100.87,64.39,39.13,0.0,14811.0,448469.0,0.866,45.05,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-12,274415.0,1433.0,1805.286,2360.0,1.0,4.714,5295.971,27.656,34.84,45.546,0.019,0.091,1.02,351.0,6.774,,,,,,,26594629.0,115323.0,513.111,2.225,142334.0,2.746,0.0127,78.8,people tested,52312898.0,33388361.0,20300363.0,1792.0,45690.0,771812.0,100.96,64.44,39.18,0.0,14895.0,450389.0,0.869,45.05,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,-910.799999999999,-0.17,5.84,-17.5727871383868
South Korea,KOR,Asia,2021-09-13,275910.0,1495.0,1790.857,2367.0,7.0,5.286,5324.823,28.852,34.562,45.681,0.135,0.102,1.02,342.0,6.6,,,,,,,26683788.0,89159.0,514.831,1.72,141469.0,2.729,0.0127,79.0,people tested,53558226.0,34216937.0,20724394.0,1855.0,1245328.0,753870.0,103.36,66.04,40.0,0.0,14549.0,462399.0,0.892,45.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-14,277989.0,2079.0,1795.143,2380.0,13.0,6.571,5364.946,40.123,34.645,45.932,0.251,0.127,1.04,340.0,6.562,,,,,,,26850431.0,166643.0,518.047,3.215,140523.0,2.711,0.0128,78.3,people tested,54376472.0,34819696.0,20950109.0,1936.0,818246.0,729880.0,104.94,67.2,40.43,0.0,14086.0,466305.0,0.9,44.98,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-15,279930.0,1941.0,1780.0,2386.0,6.0,6.143,5402.405,37.46,34.352,46.048,0.116,0.119,1.04,350.0,6.755,,,,,,,26997696.0,147265.0,520.888,2.841,139969.0,2.701,0.0127,78.6,people tested,55184509.0,35196687.0,21391215.0,2009.0,808037.0,747773.0,106.5,67.93,41.28,0.0,14431.0,464912.0,0.897,44.93,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-16,281938.0,2008.0,1796.571,2389.0,3.0,5.857,5441.158,38.753,34.672,46.106,0.058,0.113,1.04,348.0,6.716,,,,,,,27151874.0,154178.0,523.863,2.975,139995.0,2.701,0.0128,77.9,people tested,55920728.0,35627985.0,21706064.0,2067.0,736219.0,749745.0,107.92,68.76,41.89,0.0,14469.0,463558.0,0.895,44.9,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-17,284022.0,2084.0,1827.857,2394.0,5.0,5.143,5481.377,40.219,35.276,46.202,0.096,0.099,1.05,332.0,6.407,,,,,,,27302889.0,151015.0,526.776,2.914,140303.0,2.707,0.013,76.8,people tested,57016872.0,36289597.0,22152239.0,2130.0,1096144.0,754626.0,110.04,70.04,42.75,0.0,14564.0,464690.0,0.897,44.85,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-18,285931.0,1909.0,1849.857,2404.0,10.0,6.429,5518.219,36.842,35.701,46.395,0.193,0.124,1.06,329.0,6.349,,,,,,,27452083.0,149194.0,529.655,2.879,138968.0,2.681,0.0133,75.1,people tested,57596262.0,36682616.0,22343479.0,2173.0,579390.0,761293.0,111.16,70.79,43.12,0.0,14692.0,473812.0,0.914,44.83,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-19,287536.0,1605.0,1874.429,2409.0,5.0,7.0,5549.195,30.975,36.175,46.492,0.096,0.135,1.05,333.0,6.427,,,,,,,27548378.0,96295.0,531.513,1.858,136250.0,2.629,0.0138,72.7,people tested,57644210.0,36704279.0,22369948.0,2195.0,47948.0,761616.0,111.25,70.84,43.17,0.0,14699.0,473703.0,0.914,44.82,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,-573.599999999999,-0.11,5.99,-11.0669199633055
South Korea,KOR,Asia,2021-09-20,289263.0,1727.0,1907.571,2413.0,4.0,6.571,5582.524,33.33,36.814,46.569,0.077,0.127,1.04,332.0,6.407,,,,,,,27623610.0,75232.0,532.964,1.452,134260.0,2.59,0.0142,70.4,people tested,57689392.0,36734680.0,22384732.0,2242.0,45182.0,590167.0,111.34,70.89,43.2,0.0,11390.0,359678.0,0.694,44.82,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-21,290983.0,1720.0,1856.286,2419.0,6.0,5.571,5615.719,33.195,35.825,46.685,0.116,0.108,1.02,328.0,6.33,,,,,,,27716043.0,92433.0,534.748,1.783,123659.0,2.386,0.015,66.6,people tested,57701515.0,36741678.0,22389829.0,2290.0,12123.0,475006.0,111.36,70.91,43.21,0.0,9167.0,274569.0,0.53,44.82,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-22,292699.0,1716.0,1824.143,2427.0,8.0,5.857,5648.836,33.117,35.204,46.839,0.154,0.113,1.07,317.0,6.118,,,,,,,27827235.0,111192.0,536.893,2.145,118506.0,2.286,0.0154,65.0,people tested,57746410.0,36769767.0,22406710.0,2353.0,44895.0,365986.0,111.45,70.96,43.24,0.0,7063.0,224726.0,0.434,44.82,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-23,295132.0,2433.0,1884.857,2434.0,7.0,6.429,5695.791,46.955,36.376,46.974,0.135,0.124,1.21,312.0,6.021,,,,,,,28004036.0,176801.0,540.304,3.411,121737.0,2.349,0.0155,64.6,people tested,58681963.0,37332166.0,22784740.0,2428.0,935553.0,394462.0,113.25,72.05,43.97,0.0,7613.0,243454.0,0.47,44.78,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-24,298402.0,3270.0,2054.286,2441.0,7.0,6.714,5758.899,63.108,39.646,47.109,0.135,0.13,1.33,309.0,5.963,,,,,,,28256212.0,252176.0,545.17,4.865,136189.0,2.628,0.0151,66.3,people tested,59711646.0,37949924.0,23201165.0,2496.0,1029683.0,384968.0,115.24,73.24,44.78,0.0,7430.0,237190.0,0.458,44.73,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-25,301172.0,2770.0,2177.286,2450.0,9.0,6.571,5812.357,53.459,42.02,47.283,0.174,0.127,1.32,339.0,6.542,,,,,,,28483063.0,226851.0,549.546,4.377,147283.0,2.842,0.0148,67.6,people tested,60241076.0,38263677.0,23417699.0,2554.0,529430.0,377831.0,116.26,73.85,45.19,0.0,7292.0,225866.0,0.436,44.71,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-26,303553.0,2381.0,2288.143,2456.0,6.0,6.714,5858.309,45.951,44.159,47.399,0.116,0.13,1.27,320.0,6.176,,,,,,,28652619.0,169556.0,552.818,3.271,157749.0,3.044,0.0145,68.9,people tested,60291574.0,38290424.0,23442157.0,2598.0,50498.0,378195.0,116.36,73.9,45.24,0.01,7299.0,226592.0,0.437,44.71,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,-221.599999999999,-0.04,6.21,-4.2755046441222
South Korea,KOR,Asia,2021-09-27,305842.0,2289.0,2368.429,2464.0,8.0,7.286,5902.484,44.176,45.709,47.553,0.154,0.141,1.2,319.0,6.156,,,,,,,28793010.0,140391.0,555.526,2.709,167057.0,3.223,0.0142,70.5,people tested,61418898.0,38708286.0,24155371.0,2707.0,1127324.0,532787.0,118.53,74.7,46.62,0.01,10282.0,281944.0,0.544,44.63,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-28,308725.0,2883.0,2534.571,2474.0,10.0,7.857,5958.124,55.639,48.915,47.746,0.193,0.152,1.14,324.0,6.253,,,,,,,29010786.0,217776.0,559.728,4.202,184963.0,3.569,0.0137,73.0,people tested,62365354.0,38966370.0,24847062.0,2806.0,946456.0,666263.0,120.36,75.2,47.95,0.01,12858.0,317813.0,0.613,44.56,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-29,311289.0,2564.0,2655.714,2481.0,7.0,7.714,6007.607,49.483,51.253,47.881,0.135,0.149,1.05,331.0,6.388,,,,,,,29201290.0,190504.0,563.404,3.676,196294.0,3.787,0.0135,73.9,people tested,63121261.0,39198603.0,25374945.0,2948.0,755907.0,767836.0,121.82,75.65,48.97,0.01,14819.0,346977.0,0.67,44.5,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-09-30,313773.0,2484.0,2663.0,2497.0,16.0,9.0,6055.546,47.939,51.394,48.19,0.309,0.174,0.99,336.0,6.485,,,,,,,29387553.0,186263.0,566.997,3.594,197645.0,3.813,0.0135,74.2,people tested,64006085.0,39543490.0,25918365.0,3068.0,884824.0,760589.0,123.53,76.32,50.02,0.01,14679.0,315903.0,0.61,44.44,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-10-01,316020.0,2247.0,2516.857,2504.0,7.0,9.0,6098.911,43.365,48.573,48.325,0.135,0.174,0.94,323.0,6.234,,,,,,,29559292.0,171739.0,570.311,3.313,186154.0,3.592,0.0135,74.0,people tested,65103712.0,39780819.0,26781175.0,3230.0,1097627.0,770295.0,125.64,76.77,51.69,0.01,14866.0,261556.0,0.505,44.35,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-10-02,318105.0,2085.0,2419.0,2507.0,3.0,8.143,6139.15,40.239,46.685,48.383,0.058,0.157,0.93,336.0,6.485,,,,,,,29727943.0,168651.0,573.565,3.254,177840.0,3.431,0.0136,73.5,people tested,65634837.0,39905824.0,27189171.0,3301.0,531125.0,770537.0,126.67,77.01,52.47,0.01,14871.0,234592.0,0.453,44.31,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-10-03,319777.0,1672.0,2317.714,2513.0,6.0,8.143,6171.418,32.268,44.73,48.499,0.116,0.157,0.92,346.0,6.677,,,,,,,29840053.0,112110.0,575.728,2.163,169633.0,3.273,0.0137,73.2,people tested,65672215.0,39909434.0,27222973.0,3363.0,37378.0,768663.0,126.74,77.02,52.54,0.01,14835.0,231287.0,0.446,44.3,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,126.000000000001,0.02,6.04,2.43101798357131
South Korea,KOR,Asia,2021-10-04,321352.0,1575.0,2215.714,2524.0,11.0,8.571,6201.814,30.396,42.761,48.711,0.212,0.165,0.9,348.0,6.716,,,,,,,29932591.0,92538.0,577.513,1.785,162797.0,3.141,0.0136,73.5,people tested,65908917.0,39935335.0,27433880.0,3507.0,236702.0,641431.0,127.2,77.07,52.95,0.01,12379.0,175293.0,0.338,44.28,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-10-05,323379.0,2027.0,2093.429,2536.0,12.0,8.857,6240.933,39.119,40.401,48.943,0.232,0.171,0.9,346.0,6.677,,,,,,,30050519.0,117928.0,579.789,2.275,148533.0,2.866,0.0141,71.0,people tested,66719646.0,39981010.0,28201591.0,3654.0,810729.0,622042.0,128.76,77.16,54.43,0.01,12005.0,144949.0,0.28,44.2,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-10-06,325804.0,2425.0,2073.571,2544.0,8.0,9.0,6287.734,46.8,40.018,49.097,0.154,0.174,0.91,354.0,6.832,,,,,,,30215502.0,164983.0,582.972,3.183,144887.0,2.795,0.0143,69.9,people tested,67266782.0,40018581.0,28713839.0,3796.0,547136.0,592217.0,129.82,77.23,55.42,0.01,11429.0,117140.0,0.226,44.14,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-10-07,327976.0,2172.0,2029.0,2554.0,10.0,8.143,6329.651,41.918,39.158,49.29,0.193,0.157,0.89,375.0,7.237,,,,,,,30378454.0,162952.0,586.116,3.144,141557.0,2.731,0.0143,69.8,people tested,68014021.0,40055925.0,29426084.0,3919.0,747239.0,572562.0,131.26,77.3,56.79,0.01,11050.0,73205.0,0.141,44.07,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-10-08,329925.0,1949.0,1986.429,2560.0,6.0,8.0,6367.265,37.614,38.336,49.406,0.116,0.154,0.86,377.0,7.276,,,,,,,30537449.0,158995.0,589.183,3.068,139737.0,2.696,0.0142,70.3,people tested,69158211.0,40101563.0,30526744.0,4043.0,1144190.0,579214.0,133.47,77.39,58.91,0.01,11178.0,45821.0,0.088,43.95,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-10-09,331519.0,1594.0,1916.286,2575.0,15.0,9.714,6398.028,30.763,36.983,49.695,0.289,0.187,0.84,384.0,7.411,,,,,,,30686159.0,148710.0,592.052,2.869,136888.0,2.641,0.014,71.4,people tested,69273737.0,40112739.0,30631409.0,4159.0,115526.0,519843.0,133.69,77.41,59.12,0.01,10033.0,29559.0,0.057,43.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-10-10,332816.0,1297.0,1862.714,2583.0,8.0,10.0,6423.059,25.031,35.949,49.85,0.154,0.193,0.84,377.0,7.276,,,,,,,30789266.0,103107.0,594.042,1.989,135602.0,2.616,0.0137,72.8,people tested,69294994.0,40115654.0,30649971.0,4229.0,21257.0,517540.0,133.73,77.42,59.15,0.01,9988.0,29460.0,0.057,43.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,360.400000000001,0.07,4.0,6.95348318475474
South Korea,KOR,Asia,2021-10-11,334163.0,1347.0,1830.143,2594.0,11.0,10.0,6449.055,25.996,35.32,50.062,0.212,0.193,0.83,371.0,7.16,,,,,,,30877871.0,88605.0,595.751,1.71,135040.0,2.605,0.0136,73.8,people tested,69555904.0,40209612.0,30816959.0,4352.0,260910.0,520998.0,134.24,77.6,59.47,0.01,10055.0,39182.0,0.076,43.92,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-10-12,335742.0,1579.0,1766.143,2605.0,11.0,9.857,6479.528,30.473,34.085,50.274,0.212,0.19,0.82,364.0,7.025,,,,,,,30991413.0,113542.0,597.942,2.191,134413.0,2.593,0.0131,76.1,people tested,70264050.0,40316695.0,31419209.0,5235.0,708146.0,506343.0,135.6,77.81,60.64,0.01,9772.0,47955.0,0.093,43.85,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
South Korea,KOR,Asia,2021-10-13,337679.0,1937.0,1696.429,2618.0,13.0,10.571,6516.911,37.382,32.74,50.525,0.251,0.204,0.84,359.0,6.928,,,,,,,31151580.0,160167.0,601.032,3.09,133725.0,2.58,0.0127,78.8,people tested,70734195.0,40374752.0,31831864.0,6757.0,470145.0,495345.0,136.51,77.92,61.43,0.01,9560.0,50882.0,0.098,43.81,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
