,support,itemsets
0,0.7555555555555555,frozenset({0})
1,0.5333333333333333,frozenset({1})
2,0.6888888888888889,frozenset({2})
3,0.7555555555555555,frozenset({3})
4,0.4,frozenset({4})
5,0.35555555555555557,frozenset({6})
6,0.4444444444444444,frozenset({12})
7,0.6,frozenset({13})
8,0.4,"frozenset({0, 1})"
9,0.5777777777777777,"frozenset({0, 2})"
10,0.6,"frozenset({0, 3})"
11,0.3333333333333333,"frozenset({0, 4})"
12,0.3111111111111111,"frozenset({0, 6})"
13,0.3111111111111111,"frozenset({0, 12})"
14,0.4888888888888889,"frozenset({0, 13})"
15,0.35555555555555557,"frozenset({1, 2})"
16,0.4,"frozenset({1, 3})"
17,0.2222222222222222,"frozenset({1, 4})"
18,0.2,"frozenset({1, 6})"
19,0.26666666666666666,"frozenset({1, 12})"
20,0.35555555555555557,"frozenset({1, 13})"
21,0.5555555555555556,"frozenset({2, 3})"
22,0.3333333333333333,"frozenset({2, 4})"
23,0.3111111111111111,"frozenset({2, 6})"
24,0.3333333333333333,"frozenset({2, 12})"
25,0.4888888888888889,"frozenset({2, 13})"
26,0.35555555555555557,"frozenset({3, 4})"
27,0.3111111111111111,"frozenset({3, 6})"
28,0.35555555555555557,"frozenset({3, 12})"
29,0.5333333333333333,"frozenset({3, 13})"
30,0.35555555555555557,"frozenset({4, 6})"
31,0.24444444444444444,"frozenset({4, 12})"
32,0.35555555555555557,"frozenset({4, 13})"
33,0.2,"frozenset({12, 6})"
34,0.3111111111111111,"frozenset({13, 6})"
35,0.4,"frozenset({12, 13})"
36,0.28888888888888886,"frozenset({0, 1, 2})"
37,0.28888888888888886,"frozenset({0, 1, 3})"
38,0.2,"frozenset({0, 1, 4})"
39,0.28888888888888886,"frozenset({0, 1, 13})"
40,0.4888888888888889,"frozenset({0, 2, 3})"
41,0.28888888888888886,"frozenset({0, 2, 4})"
42,0.26666666666666666,"frozenset({0, 2, 6})"
43,0.24444444444444444,"frozenset({0, 2, 12})"
44,0.4222222222222222,"frozenset({0, 2, 13})"
45,0.28888888888888886,"frozenset({0, 3, 4})"
46,0.26666666666666666,"frozenset({0, 3, 6})"
47,0.24444444444444444,"frozenset({0, 3, 12})"
48,0.4222222222222222,"frozenset({0, 3, 13})"
49,0.3111111111111111,"frozenset({0, 4, 6})"
50,0.28888888888888886,"frozenset({0, 4, 13})"
51,0.26666666666666666,"frozenset({0, 13, 6})"
52,0.28888888888888886,"frozenset({0, 12, 13})"
53,0.26666666666666666,"frozenset({1, 2, 3})"
54,0.2,"frozenset({1, 2, 4})"
55,0.2222222222222222,"frozenset({1, 2, 12})"
56,0.28888888888888886,"frozenset({1, 2, 13})"
57,0.2,"frozenset({1, 3, 4})"
58,0.2222222222222222,"frozenset({1, 3, 12})"
59,0.3333333333333333,"frozenset({1, 3, 13})"
60,0.2,"frozenset({1, 4, 6})"
61,0.2,"frozenset({1, 4, 13})"
62,0.24444444444444444,"frozenset({1, 12, 13})"
63,0.3111111111111111,"frozenset({2, 3, 4})"
64,0.28888888888888886,"frozenset({2, 3, 6})"
65,0.26666666666666666,"frozenset({2, 3, 12})"
66,0.4444444444444444,"frozenset({2, 3, 13})"
67,0.3111111111111111,"frozenset({2, 4, 6})"
68,0.28888888888888886,"frozenset({2, 4, 13})"
69,0.26666666666666666,"frozenset({2, 13, 6})"
70,0.3111111111111111,"frozenset({2, 12, 13})"
71,0.3111111111111111,"frozenset({3, 4, 6})"
72,0.2222222222222222,"frozenset({3, 4, 12})"
73,0.3333333333333333,"frozenset({3, 4, 13})"
74,0.28888888888888886,"frozenset({3, 13, 6})"
75,0.3333333333333333,"frozenset({3, 12, 13})"
76,0.2,"frozenset({4, 12, 6})"
77,0.3111111111111111,"frozenset({4, 13, 6})"
78,0.24444444444444444,"frozenset({13, 4, 12})"
79,0.2,"frozenset({12, 13, 6})"
80,0.2222222222222222,"frozenset({0, 1, 2, 3})"
81,0.24444444444444444,"frozenset({0, 1, 2, 13})"
82,0.26666666666666666,"frozenset({0, 1, 3, 13})"
83,0.26666666666666666,"frozenset({0, 2, 3, 4})"
84,0.24444444444444444,"frozenset({0, 2, 3, 6})"
85,0.2,"frozenset({0, 2, 3, 12})"
86,0.37777777777777777,"frozenset({0, 2, 3, 13})"
87,0.26666666666666666,"frozenset({0, 2, 4, 6})"
88,0.24444444444444444,"frozenset({0, 2, 4, 13})"
89,0.2222222222222222,"frozenset({0, 2, 13, 6})"
90,0.24444444444444444,"frozenset({0, 2, 12, 13})"
91,0.26666666666666666,"frozenset({0, 3, 4, 6})"
92,0.26666666666666666,"frozenset({0, 3, 4, 13})"
93,0.24444444444444444,"frozenset({0, 3, 13, 6})"
94,0.2222222222222222,"frozenset({0, 3, 12, 13})"
95,0.26666666666666666,"frozenset({0, 4, 13, 6})"
96,0.26666666666666666,"frozenset({1, 2, 3, 13})"
97,0.2,"frozenset({1, 2, 12, 13})"
98,0.2,"frozenset({1, 3, 4, 13})"
99,0.2222222222222222,"frozenset({1, 3, 12, 13})"
100,0.28888888888888886,"frozenset({2, 3, 4, 6})"
101,0.28888888888888886,"frozenset({2, 3, 4, 13})"
102,0.26666666666666666,"frozenset({2, 3, 13, 6})"
103,0.26666666666666666,"frozenset({2, 3, 12, 13})"
104,0.26666666666666666,"frozenset({2, 4, 13, 6})"
105,0.28888888888888886,"frozenset({3, 4, 13, 6})"
106,0.2222222222222222,"frozenset({13, 3, 4, 12})"
107,0.2,"frozenset({13, 4, 12, 6})"
108,0.2222222222222222,"frozenset({0, 1, 2, 3, 13})"
109,0.24444444444444444,"frozenset({0, 2, 3, 4, 6})"
110,0.24444444444444444,"frozenset({0, 2, 3, 4, 13})"
111,0.2222222222222222,"frozenset({0, 2, 3, 6, 13})"
112,0.2,"frozenset({0, 2, 3, 12, 13})"
113,0.2222222222222222,"frozenset({0, 2, 4, 6, 13})"
114,0.24444444444444444,"frozenset({0, 3, 4, 6, 13})"
115,0.26666666666666666,"frozenset({2, 3, 4, 6, 13})"
116,0.2222222222222222,"frozenset({0, 2, 3, 4, 6, 13})"
